,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
120,R4,41.881820181818185,12.5125,Alba Dolce,41.87955104416819,12.513135784722278,Bakery
121,R4,41.881820181818185,12.5125,Pompi,41.88038465345146,12.513481637097534,Dessert Shop
122,R4,41.881820181818185,12.5125,Trattoria Re Di Roma,41.88279943013438,12.515370811994561,Trattoria/Osteria
123,R4,41.881820181818185,12.5125,La Cannoleria Siciliana,41.881194060166195,12.513883014374887,Cupcake Shop
124,R4,41.881820181818185,12.5125,Trattoria Etruria39,41.87971926890024,12.510028029406604,Restaurant
125,R4,41.881820181818185,12.5125,A Room For Holiday,41.882119,12.5096382,Bed & Breakfast
126,R4,41.881820181818185,12.5125,Forbidden Planet,41.8827860694021,12.516103484946546,Bookstore
127,R4,41.881820181818185,12.5125,Dreaming Rome Hostel,41.88196083263966,12.509289497812844,Hostel
128,R4,41.881820181818185,12.5125,Fiorditè,41.88264,12.51579,Tea Room
129,R4,41.881820181818185,12.5125,Calaluna,41.88461974286822,12.514789489539533,Italian Restaurant
130,R4,41.881820181818185,12.5125,Vintage Bistrot,41.88108644034332,12.5099707574382,Bistro
131,R4,41.881820181818185,12.5125,Bar Pasticceria Cristiani,41.88158856235348,12.50817599722824,Cupcake Shop
132,R4,41.881820181818185,12.5125,Freddo - coniamo il gusto,41.88019600136024,12.508619433453465,Ice Cream Shop
133,R4,41.881820181818185,12.5125,Johnny's Off License,41.884538244992704,12.510328353635474,Beer Store
134,R4,41.881820181818185,12.5125,Ristorante La Scuderia,41.883633,12.513226,Pizza Place
135,R4,41.881820181818185,12.5125,Alice Pizza,41.883769,12.508879,Pizza Place
136,R4,41.881820181818185,12.5125,RivaReno,41.88462001366218,12.509340422346016,Ice Cream Shop
137,R4,41.881820181818185,12.5125,Piazza dei Re di Roma,41.8817317893335,12.515683247780808,Plaza
138,R4,41.881820181818185,12.5125,Rock Side Pub,41.88308893131115,12.508143651493988,Pub
139,R4,41.881820181818185,12.5125,Officine San Giovanni,41.885246,12.511266,Bistro
140,R4,41.881820181818185,12.5125,Shooters,41.882397490593675,12.509191291358864,Pizza Place
141,R4,41.881820181818185,12.5125,O' Sole e Napule,41.88295608340744,12.514436590630305,Pizza Place
142,R4,41.881820181818185,12.5125,Nespresso Boutique,41.885202774649585,12.509555812910266,Coffee Shop
143,R4,41.881820181818185,12.5125,Orsini,41.883078166170996,12.508772404021279,Pizza Place
144,R4,41.881820181818185,12.5125,Eco Blu,41.883592573927665,12.514233388012757,Seafood Restaurant
145,R4,41.881820181818185,12.5125,pepe ristorante,41.880614,12.507692,Pizza Place
146,R4,41.881820181818185,12.5125,Hayashi Sushi,41.88323,12.5104,Sushi Restaurant
147,R4,41.881820181818185,12.5125,Da Simonetta,41.88508115618746,12.511875331138091,Pizza Place
148,R4,41.881820181818185,12.5125,Piazza Tuscolo,41.880563532607816,12.508240322090035,Plaza
149,R4,41.881820181818185,12.5125,Ricomincio Da Tre,41.88234918783546,12.508191998529018,Pizza Place
150,R4,41.881820181818185,12.5125,L'oasi,41.879528,12.510814,Italian Restaurant
151,R4,41.881820181818185,12.5125,Piazzale Appio,41.88568,12.51001,Plaza
152,R4,41.881820181818185,12.5125,Saint John's Terrace,41.881830494210476,12.508761654169973,Bed & Breakfast
153,R4,41.881820181818185,12.5125,Valentini,41.880548655681075,12.508525057575373,Café
154,R4,41.881820181818185,12.5125,Fruitter,41.88430565048757,12.509164465976433,Juice Bar
155,R4,41.881820181818185,12.5125,La Grotta Azzurra,41.885441600881045,12.515403846202789,Seafood Restaurant
156,R4,41.881820181818185,12.5125,Elite,41.8812940317783,12.508254373379671,Supermarket
157,R4,41.881820181818185,12.5125,Saposada,41.8800194331972,12.50778105336198,Italian Restaurant
158,R4,41.881820181818185,12.5125,Sapori & Parole,41.881406552239504,12.515212032880498,Comfort Food Restaurant
159,R4,41.881820181818185,12.5125,Zara,41.88418821548585,12.510851861513704,Clothing Store
160,R4,41.881820181818185,12.5125,Teatro Orione,41.87951448492342,12.515409073980697,Theater
161,R4,41.881820181818185,12.5125,Hotel Re di Roma,41.881770803421254,12.517309156998618,Hotel
162,R4,41.881820181818185,12.5125,Cisalfa,41.885617507862456,12.510370016098022,Sporting Goods Shop
163,R5,41.881820181818185,12.525,Tira & Molla,41.88389,12.522762,Bistro
164,R5,41.881820181818185,12.525,Osteria Del Cavaliere,41.88030275346009,12.519408521849579,Trattoria/Osteria
165,R5,41.881820181818185,12.525,Visiva - La Città dell'Immagine,41.88095076022611,12.52788709348096,Photography Lab
166,R5,41.881820181818185,12.525,Sacco,41.87932624242873,12.527551888498039,Italian Restaurant
167,R5,41.881820181818185,12.525,Royal Thai,41.88414764113244,12.522521279316893,Thai Restaurant
168,R5,41.881820181818185,12.525,COHOUSE Pigneto,41.88391708503109,12.52831780626179,Nightclub
169,R5,41.881820181818185,12.525,La Villetta,41.886206495151114,12.525186102588453,Pizza Place
170,R5,41.881820181818185,12.525,Palestra Mister Gym,41.877910956845874,12.52614432512124,Gym / Fitness Center
171,R5,41.881820181818185,12.525,Profumo di Mirto,41.87761,12.52538,Italian Restaurant
172,R5,41.881820181818185,12.525,Pizzeria Il Pomodoro,41.88154652217706,12.523727719164365,Pizza Place
173,R5,41.881820181818185,12.525,Piazza Ragusa,41.88146387703591,12.52300511406434,Plaza
174,R5,41.881820181818185,12.525,Ristorante Cinese Giapponese Xi Hu,41.883272536702485,12.520304824384773,Asian Restaurant
175,R5,41.881820181818185,12.525,Holiday Inn Express,41.87967860375889,12.525484263896942,Hotel
176,R5,41.881820181818185,12.525,Pescheria Bezziccheri,41.87785000916867,12.524422314032712,Fish Market
177,R5,41.881820181818185,12.525,Villa Fiorelli,41.884833353588505,12.52306673137566,Garden
178,R6,41.89091109090909,12.4625,Terrazza del Gianicolo,41.89155637967782,12.461348446833272,Scenic Lookout
179,R6,41.89091109090909,12.4625,Piazzale Giuseppe Garibaldi,41.89166633536341,12.461133549070476,Plaza
180,R6,41.89091109090909,12.4625,Villa Aurelia,41.88915046554611,12.462164293067069,Hotel
181,R6,41.89091109090909,12.4625,Fontana dell'Acqua Paola,41.88890056827302,12.46435772780594,Fountain
182,R6,41.89091109090909,12.4625,Passeggiata del Gianicolo,41.89270906032422,12.460671024815799,Scenic Lookout
183,R6,41.89091109090909,12.4625,Orto Botanico,41.8922739448124,12.464987559819885,Garden
184,R6,41.89091109090909,12.4625,Antico Arco,41.88839239227618,12.461210974514076,Italian Restaurant
185,R6,41.89091109090909,12.4625,Essenza,41.891814336074454,12.467821302026593,Bistro
186,R6,41.89091109090909,12.4625,Donna Camilla Savelli Hotel,41.889831706534146,12.466432105158106,Resort
187,R6,41.89091109090909,12.4625,Faro del Gianicolo,41.894781715136766,12.46083066574136,Lighthouse
188,R6,41.89091109090909,12.4625,Museo della Repubblica Romana e della memoria garibaldina,41.88843556043207,12.461360054767985,History Museum
189,R6,41.89091109090909,12.4625,Marco G,41.89099227287059,12.46675092523131,Italian Restaurant
190,R6,41.89091109090909,12.4625,Chiesa di San Pietro in Montorio,41.88861216288033,12.46672656477622,Church
191,R6,41.89091109090909,12.4625,Bar Gianicolo,41.88828440662985,12.46133047623281,Café
192,R6,41.89091109090909,12.4625,Donkey Punch/Nel Buco del Mulo (Nel Buco del Mulo),41.89186253524865,12.46781446801212,Sandwich Place
193,R6,41.89091109090909,12.4625,Da Biagio,41.89078681664266,12.468358042191193,Wine Shop
194,R6,41.89091109090909,12.4625,Gelateria Regusto,41.89184737210993,12.468323707580566,Ice Cream Shop
195,R6,41.89091109090909,12.4625,Ristorante Da Massi,41.89181176425018,12.467835763225514,Roman Restaurant
196,R6,41.89091109090909,12.4625,La Scala,41.89102233071778,12.468192377951127,Italian Restaurant
197,R6,41.89091109090909,12.4625,Ristorante La Scala in Trastevere,41.891973892833356,12.467847784061412,Italian Restaurant
198,R6,41.89091109090909,12.4625,Il Baretto,41.88767,12.4663,Cocktail Bar
199,R6,41.89091109090909,12.4625,Orsa Maggiore Roma,41.8946397374896,12.465630885409654,Hostel
200,R6,41.89091109090909,12.4625,Miraggio,41.89419302822276,12.466504376535383,Italian Restaurant
201,R6,41.89091109090909,12.4625,Botticella,41.89031665349201,12.468072649441664,Italian Restaurant
202,R6,41.89091109090909,12.4625,Tempietto del Bramante,41.88878595449496,12.466604028214286,History Museum
203,R6,41.89091109090909,12.4625,Lungara 1940,41.893905,12.466406,Café
204,R6,41.89091109090909,12.4625,Hotel Villa Riari,41.893263525905375,12.464255945019033,Hotel
205,R6,41.89091109090909,12.4625,Grand Hotel del Gianicolo,41.88762781621268,12.46084375840655,Hotel
206,R6,41.89091109090909,12.4625,Galleria Nazionale d'Arte Antica a Palazzo Corsini,41.89292477913866,12.466696362514586,Art Gallery
207,R6,41.89091109090909,12.4625,La Terrazza Del Fontanone,41.88870599768637,12.464391717017262,Cocktail Bar
208,R6,41.89091109090909,12.4625,Porta San Pancrazio,41.888363354561825,12.46114130082914,Historic Site
209,R6,41.89091109090909,12.4625,Locanda Di San Pancrazio,41.889423,12.465686,Hotel
210,R6,41.89091109090909,12.4625,Carpe Diem al Gianicolo,41.88783351343141,12.460878169962847,Italian Restaurant
211,R6,41.89091109090909,12.4625,Villa Magnolia Relais,41.88904594220026,12.458812333903284,Hotel
212,R6,41.89091109090909,12.4625,Teatro Agorà,41.893935073167086,12.465066,Theater
213,R7,41.89091109090909,12.475,Gelateria del Viale,41.88990294301646,12.474185078806938,Ice Cream Shop
214,R7,41.89091109090909,12.475,Dal Sor Olimpo Al Drago,41.88931050397759,12.474868992047172,Italian Restaurant
215,R7,41.89091109090909,12.475,J. Percorsi,41.88912523157868,12.47581600923193,Restaurant
216,R7,41.89091109090909,12.475,"Osteria ""La Gensola""",41.889381237418064,12.476621869378485,Trattoria/Osteria
217,R7,41.89091109090909,12.475,Biscottificio Innocenti,41.88861523336285,12.475213622329361,Bakery
218,R7,41.89091109090909,12.475,Tiepolo,41.89356284546283,12.475659230121913,Bistro
219,R7,41.89091109090909,12.475,Portico d'Ottavia,41.89238205192686,12.4784995472442,Historic Site
220,R7,41.89091109090909,12.475,Taverna Trilussa,41.890683094660616,12.471348158697301,Italian Restaurant
221,R7,41.89091109090909,12.475,Urbani Antico Forno del Ghetto,41.893255010433336,12.47667829819568,Bakery
222,R7,41.89091109090909,12.475,Vizi Capitali,41.8905229784808,12.471280700769029,Seafood Restaurant
223,R7,41.89091109090909,12.475,Spirito Divino,41.887879620048544,12.476805742202416,Italian Restaurant
224,R7,41.89091109090909,12.475,Ristorante Antico Carlone,41.88901961938081,12.475618324518232,Italian Restaurant
225,R7,41.89091109090909,12.475,Sette Oche,41.88851115719037,12.476486770542708,Italian Restaurant
226,R7,41.89091109090909,12.475,Regola Suite,41.8934108342694,12.4731068225922,Hotel
227,R7,41.89091109090909,12.475,Piazza Sidney Sonnino,41.88935346848304,12.473991196818991,Plaza
228,R7,41.89091109090909,12.475,Roscioli CAFFè - pasticceria,41.894206258050566,12.474553676709009,Café
229,R7,41.89091109090909,12.475,Roscioli,41.89425,12.47431,Gourmet Shop
230,R7,41.89091109090909,12.475,La Fonte della Salute,41.88792593992742,12.473242020963495,Ice Cream Shop
231,R7,41.89091109090909,12.475,Pianostrada Laboratorio di Cucina,41.892849684553134,12.472046613693237,Italian Restaurant
232,R7,41.89091109090909,12.475,Fontana delle Tartarughe,41.8938494614327,12.477513541077055,Fountain
233,R7,41.89091109090909,12.475,Punto Gelato,41.89317883516482,12.471797019880892,Ice Cream Shop
234,R7,41.89091109090909,12.475,Garbo,41.88932575037162,12.471443718958405,Cocktail Bar
235,R7,41.89091109090909,12.475,Dorothy Circus Gallery,41.8934712581745,12.47231998169212,Art Gallery
236,R7,41.89091109090909,12.475,Da Enzo al 29,41.88816322960603,12.477703650842415,Roman Restaurant
237,R7,41.89091109090909,12.475,Meridionale,41.88838771717932,12.471836714077963,Restaurant
238,R7,41.89091109090909,12.475,Piazza di Santa Maria in Trastevere,41.889518,12.470252,Plaza
239,R7,41.89091109090909,12.475,Take Sushi,41.888441251294616,12.473578947123755,Japanese Restaurant
240,R7,41.89091109090909,12.475,Teatro di Marcello,41.891931,12.479798,Historic Site
241,R7,41.89091109090909,12.475,Antico Forno Roscioli,41.894624313352836,12.474326707965298,Bakery
242,R7,41.89091109090909,12.475,Coffee Pot Trastevere,41.890901726493794,12.47113112829385,Food Court
243,R7,41.89091109090909,12.475,Nerone,41.890659314802356,12.470702601922733,Pizza Place
244,R7,41.89091109090909,12.475,8millimetri,41.890982743105745,12.470497374383562,Cocktail Bar
245,R7,41.89091109090909,12.475,I Dolci Di Nonna Vincenza,41.89408981458509,12.473106772549862,Dessert Shop
246,R7,41.89091109090909,12.475,Tastevere Km0,41.89127161712304,12.470006753798478,Brewery
247,R7,41.89091109090909,12.475,Trapizzino Trilussa,41.89164109701531,12.470058018151445,Sandwich Place
248,R7,41.89091109090909,12.475,La Tavernetta Di Tony E Andrea,41.89041780646583,12.470331890676478,Restaurant
249,R7,41.89091109090909,12.475,Enoteca Ferrara,41.891332,12.470277,Restaurant
250,R7,41.89091109090909,12.475,Gino in Trastevere,41.88964,12.4716,Italian Restaurant
251,R7,41.89091109090909,12.475,Trattoria da Teo,41.88851,12.47792,Trattoria/Osteria
252,R7,41.89091109090909,12.475,Piazza Trilussa,41.89182965100398,12.469993198021283,Plaza
253,R7,41.89091109090909,12.475,Nannarella,41.88888228679336,12.470594556479204,Italian Restaurant
254,R7,41.89091109090909,12.475,"Rivendita Libri, Cioccolata e Vino",41.89079728889894,12.46937577243714,Other Nightlife
255,R7,41.89091109090909,12.475,Chef Andrea's Cooking Class Rome,41.88918277891925,12.47150466237739,Italian Restaurant
256,R7,41.89091109090909,12.475,Bar San Calisto,41.889065,12.47075,Bar
257,R7,41.89091109090909,12.475,Freni e Frizioni,41.89141521483991,12.470612826987024,Cocktail Bar
258,R7,41.89091109090909,12.475,Basilica di Santa Maria in Trastevere,41.889414,12.469551,Church
259,R7,41.89091109090909,12.475,Pizzeria Florida,41.894819,12.476838,Pizza Place
260,R7,41.89091109090909,12.475,Emma,41.89475814792712,12.475082357778922,Pizza Place
261,R7,41.89091109090909,12.475,Santa Maria in Campitelli,41.89324282557256,12.479584722060963,Church
262,R7,41.89091109090909,12.475,Ditta Trinchetti,41.8896039973726,12.471886606159748,Italian Restaurant
263,R7,41.89091109090909,12.475,Chakra Cafè,41.88925951463577,12.47222183862483,Cocktail Bar
264,R7,41.89091109090909,12.475,Antica Caciara,41.88732271736757,12.471761956342371,Deli / Bodega
265,R7,41.89091109090909,12.475,Niji,41.888020243509686,12.47764108449377,Cocktail Bar
266,R7,41.89091109090909,12.475,isuppli,41.88717439380439,12.471818335901482,Italian Restaurant
267,R7,41.89091109090909,12.475,Cajo & Gajo,41.88874291453383,12.470731376974161,Italian Restaurant
268,R7,41.89091109090909,12.475,Insalata Ricca - Trastevere,41.8884563836631,12.47459027982174,Salad Place
269,R7,41.89091109090909,12.475,La Renella,41.89082276936525,12.47062041654617,Bakery
270,R7,41.89091109090909,12.475,PanePiù Bistrot,41.8950670329996,12.477221431608962,Sandwich Place
271,R7,41.89091109090909,12.475,Pizzeria Ai Marmi,41.88838233723553,12.473612831995977,Pizza Place
272,R7,41.89091109090909,12.475,404 name not found,41.88759535590742,12.477177679538725,Coffee Shop
273,R7,41.89091109090909,12.475,Glass,41.89046986318982,12.469102318831368,Restaurant
274,R7,41.89091109090909,12.475,Hotel Santa Maria,41.890161709808815,12.47050581553706,Hotel
275,R7,41.89091109090909,12.475,Ma Che Siete Venuti A Fà,41.891743486258214,12.469147502251712,Pub
